Agregados macroeconómicos;Ramas de actividad;Periodo;Total
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2004;3.250
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2003;3.234
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2002;2.852
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2001;2.482
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2000;2.244
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1999;2.008
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1998;1.804
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1997;1.621
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1996;1.424
Sueldos y salarios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1995;1.301
Sueldos y salarios;72 Investigación y desarrollo;2018;..
Sueldos y salarios;72 Investigación y desarrollo;2017;1.750
Sueldos y salarios;72 Investigación y desarrollo;2016;1.750
Sueldos y salarios;72 Investigación y desarrollo;2015;1.719
Sueldos y salarios;72 Investigación y desarrollo;2014;1.625
Sueldos y salarios;72 Investigación y desarrollo;2013;1.581
Sueldos y salarios;72 Investigación y desarrollo;2012;1.579
Sueldos y salarios;72 Investigación y desarrollo;2011;1.540
Sueldos y salarios;72 Investigación y desarrollo;2010;1.513
Sueldos y salarios;72 Investigación y desarrollo;2009;1.462
Sueldos y salarios;72 Investigación y desarrollo;2008;1.349
Sueldos y salarios;72 Investigación y desarrollo;2007;1.208
Sueldos y salarios;72 Investigación y desarrollo;2006;1.091
Sueldos y salarios;72 Investigación y desarrollo;2005;1.076
Sueldos y salarios;72 Investigación y desarrollo;2004;1.023
Sueldos y salarios;72 Investigación y desarrollo;2003;936
Sueldos y salarios;72 Investigación y desarrollo;2002;845
Sueldos y salarios;72 Investigación y desarrollo;2001;812
Sueldos y salarios;72 Investigación y desarrollo;2000;785
Sueldos y salarios;72 Investigación y desarrollo;1999;755
Sueldos y salarios;72 Investigación y desarrollo;1998;726
Sueldos y salarios;72 Investigación y desarrollo;1997;710
Sueldos y salarios;72 Investigación y desarrollo;1996;713
Sueldos y salarios;72 Investigación y desarrollo;1995;912
Sueldos y salarios;73 Publicidad y estudios de mercado;2018;..
Sueldos y salarios;73 Publicidad y estudios de mercado;2017;2.494
Sueldos y salarios;73 Publicidad y estudios de mercado;2016;2.415
Sueldos y salarios;73 Publicidad y estudios de mercado;2015;2.420
Sueldos y salarios;73 Publicidad y estudios de mercado;2014;2.341
Sueldos y salarios;73 Publicidad y estudios de mercado;2013;2.326
Sueldos y salarios;73 Publicidad y estudios de mercado;2012;2.456
Sueldos y salarios;73 Publicidad y estudios de mercado;2011;2.531
Sueldos y salarios;73 Publicidad y estudios de mercado;2010;2.584
Sueldos y salarios;73 Publicidad y estudios de mercado;2009;2.632
Sueldos y salarios;73 Publicidad y estudios de mercado;2008;2.756
Sueldos y salarios;73 Publicidad y estudios de mercado;2007;2.298
Sueldos y salarios;73 Publicidad y estudios de mercado;2006;1.984
Sueldos y salarios;73 Publicidad y estudios de mercado;2005;1.917
Sueldos y salarios;73 Publicidad y estudios de mercado;2004;1.737
Sueldos y salarios;73 Publicidad y estudios de mercado;2003;1.733
Sueldos y salarios;73 Publicidad y estudios de mercado;2002;1.679
Sueldos y salarios;73 Publicidad y estudios de mercado;2001;1.673
Sueldos y salarios;73 Publicidad y estudios de mercado;2000;1.454
Sueldos y salarios;73 Publicidad y estudios de mercado;1999;1.296
Sueldos y salarios;73 Publicidad y estudios de mercado;1998;1.165
Sueldos y salarios;73 Publicidad y estudios de mercado;1997;1.043
Sueldos y salarios;73 Publicidad y estudios de mercado;1996;916
Sueldos y salarios;73 Publicidad y estudios de mercado;1995;835
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2018;..
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2017;1.698
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2016;1.505
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2015;1.562
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2014;1.358
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2013;1.355
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2012;1.398
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2011;1.471
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2010;1.608
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2009;1.520
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2008;1.668
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2007;1.637
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2006;1.592
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2005;1.545
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2004;1.523
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2003;1.478
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2002;1.429
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2001;1.421
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2000;1.378
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1999;1.239
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1998;1.108
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1997;999
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1996;883
Sueldos y salarios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1995;813
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2018;21.923
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2017;20.909
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2016;20.014
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2015;19.854
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2014;18.350
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2013;17.531
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2012;17.586
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2011;17.963
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2010;17.456
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2009;17.708
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2008;18.423
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2007;15.782
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2006;13.645
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2005;11.705
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2004;10.659
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2003;9.845
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2002;8.955
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2001;8.178
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;2000;7.391
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;1999;6.716
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;1998;6.053
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;1997;5.491
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;1996;4.811
Sueldos y salarios;N Actividades administrativas y servicios auxiliares;1995;4.440
Sueldos y salarios;77 Actividades de alquiler;2018;..
Sueldos y salarios;77 Actividades de alquiler;2017;1.102
Sueldos y salarios;77 Actividades de alquiler;2016;1.113
Sueldos y salarios;77 Actividades de alquiler;2015;1.057
Sueldos y salarios;77 Actividades de alquiler;2014;1.015
Sueldos y salarios;77 Actividades de alquiler;2013;1.047
Sueldos y salarios;77 Actividades de alquiler;2012;1.152
Sueldos y salarios;77 Actividades de alquiler;2011;1.311
Sueldos y salarios;77 Actividades de alquiler;2010;1.307
Sueldos y salarios;77 Actividades de alquiler;2009;1.447
Sueldos y salarios;77 Actividades de alquiler;2008;1.649
Sueldos y salarios;77 Actividades de alquiler;2007;1.495
Sueldos y salarios;77 Actividades de alquiler;2006;1.449
Sueldos y salarios;77 Actividades de alquiler;2005;1.355
Sueldos y salarios;77 Actividades de alquiler;2004;1.288
Sueldos y salarios;77 Actividades de alquiler;2003;1.172
Sueldos y salarios;77 Actividades de alquiler;2002;1.058
Sueldos y salarios;77 Actividades de alquiler;2001;968
Sueldos y salarios;77 Actividades de alquiler;2000;933
Sueldos y salarios;77 Actividades de alquiler;1999;825
Sueldos y salarios;77 Actividades de alquiler;1998;709
Sueldos y salarios;77 Actividades de alquiler;1997;607
Sueldos y salarios;77 Actividades de alquiler;1996;506
Sueldos y salarios;77 Actividades de alquiler;1995;442
Sueldos y salarios;78 Actividades relacionadas con el empleo;2018;..
Sueldos y salarios;78 Actividades relacionadas con el empleo;2017;4.101
Sueldos y salarios;78 Actividades relacionadas con el empleo;2016;3.576
Sueldos y salarios;78 Actividades relacionadas con el empleo;2015;3.289
Sueldos y salarios;78 Actividades relacionadas con el empleo;2014;2.759
Sueldos y salarios;78 Actividades relacionadas con el empleo;2013;2.535
Sueldos y salarios;78 Actividades relacionadas con el empleo;2012;2.503
Sueldos y salarios;78 Actividades relacionadas con el empleo;2011;2.615
Sueldos y salarios;78 Actividades relacionadas con el empleo;2010;2.461
Sueldos y salarios;78 Actividades relacionadas con el empleo;2009;2.369
Sueldos y salarios;78 Actividades relacionadas con el empleo;2008;3.273
Sueldos y salarios;78 Actividades relacionadas con el empleo;2007;3.174
Sueldos y salarios;78 Actividades relacionadas con el empleo;2006;2.808
Sueldos y salarios;78 Actividades relacionadas con el empleo;2005;2.519
Sueldos y salarios;78 Actividades relacionadas con el empleo;2004;2.293
Sueldos y salarios;78 Actividades relacionadas con el empleo;2003;2.271
Sueldos y salarios;78 Actividades relacionadas con el empleo;2002;2.114
Sueldos y salarios;78 Actividades relacionadas con el empleo;2001;2.021
Sueldos y salarios;78 Actividades relacionadas con el empleo;2000;1.842
Sueldos y salarios;78 Actividades relacionadas con el empleo;1999;1.738
Sueldos y salarios;78 Actividades relacionadas con el empleo;1998;1.560
Sueldos y salarios;78 Actividades relacionadas con el empleo;1997;1.407
Sueldos y salarios;78 Actividades relacionadas con el empleo;1996;1.237
Sueldos y salarios;78 Actividades relacionadas con el empleo;1995;1.159
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2018;..
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2017;1.176
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2016;1.136
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2015;1.168
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2014;1.049
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2013;1.042
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2012;1.041
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2011;992
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2010;1.033
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2009;1.103
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2008;1.255
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2007;1.127
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2006;1.028
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2005;935
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2004;889
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2003;831
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2002;767
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2001;697
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2000;641
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;1999;542
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;1998;537
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;1997;554
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;1996;498
Sueldos y salarios;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;1995;450
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2018;..
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2017;14.530
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2016;14.189
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2015;14.340
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2014;13.527
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2013;12.907
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2012;12.890
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2011;13.045
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2010;12.655
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2009;12.789
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2008;12.246
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2007;9.986
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2006;8.360
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2005;6.896
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2004;6.189
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2003;5.571
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2002;5.016
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2001;4.492
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;2000;3.975
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;1999;3.611
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;1998;3.247
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;1997;2.923
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;1996;2.570
Sueldos y salarios;80-82 Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a ;1995;2.389
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2018;122.466
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2017;118.708
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2016;117.365
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2015;114.223
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2014;109.693
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2013;108.570
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2012;107.058
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2011;114.296
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2010;116.069
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2009;116.000
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2008;108.896
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2007;99.078
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2006;90.053
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2005;83.034
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2004;77.076
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2003;71.613
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2002;66.037
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2001;61.880
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;2000;58.135
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;1999;54.609
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;1998;51.402
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;1997;48.560
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;1996;46.759
Sueldos y salarios;OPQ Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales;1995;44.200
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2018;39.754
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2017;38.586
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2016;37.527
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2015;37.413
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2014;36.543
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2013;36.727
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2012;35.535
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2011;38.103
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2010;38.916
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2009;38.425
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2008;36.341
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2007;33.029
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2006;30.330
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2005;27.304
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2004;25.836
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2003;24.736
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2002;23.080
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2001;22.343
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;2000;20.987
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;1999;19.544
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;1998;18.496
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;1997;17.576
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;1996;16.890
Sueldos y salarios;O Administración Pública y defensa; Seguridad Social obligatoria;1995;16.171
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2018;..
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2017;38.586
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2016;37.527
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2015;37.413
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2014;36.543
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2013;36.727
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2012;35.535
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2011;38.103
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2010;38.916
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2009;38.425
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2008;36.341
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2007;33.029
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2006;30.330
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2005;27.304
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2004;25.836
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2003;24.736
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2002;23.080
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2001;22.343
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;2000;20.987
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;1999;19.544
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;1998;18.496
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;1997;17.576
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;1996;16.890
Sueldos y salarios;84 Administración Pública y defensa; Seguridad Social obligatoria;1995;16.171
Sueldos y salarios;P Educación;2018;38.082
Sueldos y salarios;P Educación;2017;36.931
Sueldos y salarios;P Educación;2016;36.848
Sueldos y salarios;P Educación;2015;35.590
Sueldos y salarios;P Educación;2014;34.030
Sueldos y salarios;P Educación;2013;34.013
Sueldos y salarios;P Educación;2012;33.284
Sueldos y salarios;P Educación;2011;34.934
Sueldos y salarios;P Educación;2010;35.893
Sueldos y salarios;P Educación;2009;36.032
Sueldos y salarios;P Educación;2008;33.599
Sueldos y salarios;P Educación;2007;31.053
Sueldos y salarios;P Educación;2006;28.621
Sueldos y salarios;P Educación;2005;27.020
Sueldos y salarios;P Educación;2004;25.429
Sueldos y salarios;P Educación;2003;23.334
Sueldos y salarios;P Educación;2002;22.216
Sueldos y salarios;P Educación;2001;20.810
Sueldos y salarios;P Educación;2000;19.370
Sueldos y salarios;P Educación;1999;18.343
Sueldos y salarios;P Educación;1998;17.324
Sueldos y salarios;P Educación;1997;16.323
Sueldos y salarios;P Educación;1996;15.708
Sueldos y salarios;P Educación;1995;14.701
Sueldos y salarios;85 Educación;2018;..
Sueldos y salarios;85 Educación;2017;36.931
Sueldos y salarios;85 Educación;2016;36.848
Sueldos y salarios;85 Educación;2015;35.590
Sueldos y salarios;85 Educación;2014;34.030
Sueldos y salarios;85 Educación;2013;34.013
Sueldos y salarios;85 Educación;2012;33.284
Sueldos y salarios;85 Educación;2011;34.934
Sueldos y salarios;85 Educación;2010;35.893
Sueldos y salarios;85 Educación;2009;36.032
Sueldos y salarios;85 Educación;2008;33.599
Sueldos y salarios;85 Educación;2007;31.053
Sueldos y salarios;85 Educación;2006;28.621
Sueldos y salarios;85 Educación;2005;27.020
Sueldos y salarios;85 Educación;2004;25.429
Sueldos y salarios;85 Educación;2003;23.334
Sueldos y salarios;85 Educación;2002;22.216
Sueldos y salarios;85 Educación;2001;20.810
Sueldos y salarios;85 Educación;2000;19.370
Sueldos y salarios;85 Educación;1999;18.343
Sueldos y salarios;85 Educación;1998;17.324
Sueldos y salarios;85 Educación;1997;16.323
Sueldos y salarios;85 Educación;1996;15.708
Sueldos y salarios;85 Educación;1995;14.701
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2018;44.630
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2017;43.191
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2016;42.990
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2015;41.220
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2014;39.120
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2013;37.830
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2012;38.239
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2011;41.259
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2010;41.260
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2009;41.543
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2008;38.956
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2007;34.996
Sueldos y salarios;Q Actividades sanitarias y de servicios sociales;2006;31.102
